,addresses,zip,lat,long,short-zip
133,23500 Ih 10 W,78257,29.656913,-98.625633,78257
134,1800 Austin Hwy,78218-1713,29.499371,-98.422432,78218
135,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
136,10127 Morocco Dr,78216-3911,29.534935,-98.493089,78216
137,4410 Gevers St S,78223,29.37415,-98.456705,78223
138,23500 Ih 10 W,78257,29.656913,-98.625633,78257
139,2627 Culebra Rd,78228-6357,29.447621,-98.550354,78228
140,1427 Harry Wurzbach,78209-6113,29.474036,-98.435964,78209
141,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
142,1500 Harness Ln,78227,29.417251,-98.647045,78227
143,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
144,1618 Wrangler Dr,78227-2781,29.417041,-98.642585,78227
145,4200 Piedmont Ave,78223-1217,29.375531,-98.468375,78223
146,10447 Nacogdoches Rd,78217-2842,29.534993,-98.42781,78217
147,7371 Brook Valley Dr,78242-2113,29.35095,-98.615796,78242
148,1612 Martinez Losoya,78221-9811,29.240404,-98.469911,78221
149,6110 Rose Valley,78242-2521,29.346273,-98.622231,78242
150,7000 Military Dr W,78227-2941,29.40837,-98.629181,78227
151,11400 Starcrest Dr,78216,29.546262,-98.454656,78216
152,1800 Austin Hwy,78218-1713,29.499371,-98.422432,78218
153,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
154,2300 West Ave,78201-2231,29.482086,-98.525936,78201
155,1530 Lennon Ave,78223-2580,29.371458,-98.471522,78223
156,2300 Avenue B,78215-1029,29.448779,-98.475766,78215
157,6102 Rose Valley,78242-2521,29.346295,-98.622017,78242
158,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
159,1800 Austin Hwy,78218-1713,29.499371,-98.422432,78218
160,12251 Farview Ln,78216-8507,29.552474,-98.475009,78216
161,10090 Commerce St W,78227-1303,29.436404,-98.631014,78227
162,6215 Ridge Place,78250-4014,29.491862,-98.672572,78250
163,1800 Austin Hwy,78218-1713,29.499371,-98.422432,78218
164,8802 Troy Dr,78221-3637,29.337223,-98.485901,78221
165,2006 Rio Samba,78258-4915,29.660005,-98.458411,78258
166,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
167,2428 Clower St,78201-3344,29.477758,-98.534675,78201
168,1612 Martinez Losoya,78221-9811,29.240404,-98.469911,78221
169,8430 Military Dr W,78227,29.436014,-98.632063,78227
170,874 New Valley Hi Dr,78227,29.377539,-98.648545,78227
171,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
172,939 Koehler Ct,78223-2958,29.366431,-98.450566,78223
173,22139 Us Hwy 281 N,78258-7647,29.647669,-98.451276,78258
174,841 Rice Rd,78220-3513,29.409101,-98.403987,78220
175,2424 Vera Cruz St,78207-6149,29.416674,-98.518168,78207
176,1000 Malone W,78225-1748,29.387135,-98.519727,78225
177,21000 Stone Oak Pkwy,78258-7431,29.649369,-98.452699,78258
178,310 Commerce St W,78205-2409,29.425144,-98.496102,78205
179,2555 Sunset Bend,78244-1025,29.452748,-98.366534,78244
180,8138 Donore Place,78229-2620,29.513577,-98.561941,78229
181,201 Walters St N,78202-3251,29.420454,-98.45228,78202
182,902 San Augustine S,78237-2935,29.418188,-98.556406,78237
183,400 Soledad St,78205,29.428202,-98.493299,78205
184,26480 Us Hwy 281 N,78258-7215,29.692411,-98.452214,78258
185,3714 Neer Ave,78213-4522,29.489322,-98.520428,78213
186,103 Morgans Cir,78216-8506,29.550272,-98.473661,78216
187,1800 Austin Hwy,78218-1713,29.499371,-98.422432,78218
188,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
189,23500 Ih 10 W,78257,29.656913,-98.625633,78257
190,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
191,802 Erie Ave,78212-4404,29.44018,-98.489514,78212
192,850 Lee Hall,78212-1350,29.476024,-98.506842,78212
193,19840 Cresta Bella,,29.425173,-98.494599,
194,2322 Dakota St,78203-2114,29.415836,-98.451221,78203
195,20818 Wild Springs Dr,78258-7412,29.636316,-98.458228,78258
196,1000 Rio Grande St N,78202,29.427256,-98.447398,78202
197,901 Sonterra Blvd,78258-4115,29.615581,-98.498397,78258
198,5150 De Zavala Rd,78249-2027,29.565764,-98.583981,78249
199,5700 Elm Valley Dr,78242-1735,29.36005,-98.613411,78242
200,823 Dolorosa,78207,29.424344,-98.498726,78207
201,1112 Muncey,78208-1311,29.439582,-98.467102,78208
202,234 Sunset Rd E,78209-2760,29.507216,-98.463235,78209
203,300 Walton Ave,78225-1456,29.393046,-98.524144,78225
204,20814 Wild Springs Dr,78258-7412,29.636341,-98.45823,78258
205,3215 Northwestern Dr,78238-4000,29.464943,-98.625099,78238
206,111 Lexington Ave,78205,29.431787,-98.488889,78205
207,515 Woodcrest Dr,78209-2938,29.50303,-98.449059,78209
208,151 Paul St,78203-1337,29.415262,-98.468212,78203
209,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
210,10221 Desert Sands Dr,78216-3913,29.533992,-98.492721,78216
211,2011 Dollarhide Ave,78223-3201,29.366579,-98.437626,78223
212,2007 Ares Cv,78245,29.411626,-98.786299,78245
213,2418 Ansley Blvd W,78224-1437,29.345496,-98.542838,78224
214,20005 Liedecke,78264-4440,29.223616,-98.41839,78264
215,2310 Elva Forest,78251-4991,29.459223,-98.654332,78251
216,4107 Culebra Rd,78228-4557,29.448495,-98.585386,78228
217,6931 San Pedro Ave,78216-6206,29.505952,-98.49926,78216
218,8446 Country Village,78209-1000,29.515603,-98.469913,78209
219,2600 Cima,78228,29.444744,-98.544633,78228
220,409 Rittiman Rd,78209-2809,29.484649,-98.444245,78209
221,7021 Washita Way,78256-2343,29.608211,-98.617913,78256
222,1432 Watkins,78228-4652,29.450592,-98.583198,78228
223,13213 Willow Dust,78254-4536,29.51783,-98.75496,78254
224,1454 Gardina St,78201-3316,29.478491,-98.538977,78201
225,219 Ashland Dr,78218-1808,29.505303,-98.408141,78218
226,7411 Wurzbach Rd,78229-4416,29.505585,-98.583026,78229
227,215 Anton Dr,78223-3319,29.363765,-98.434112,78223
228,6209 West Ave,78213-2315,29.519906,-98.525941,78213
229,1315 Texas Ave,78201-5944,29.449413,-98.53488,78201
230,841 Bitters Rd,78216-2014,29.564054,-98.481215,78216
231,2203 Spicewood Dr,78213-3048,29.510721,-98.527629,78213
232,1400 St Cloud,78228-3139,29.466682,-98.549002,78228
233,851 Acme Rd S,78237,29.417101,-98.587766,78237
234,4200 Piedmont Ave,78223-1217,29.375531,-98.468375,78223
235,909 Manor Dr,78228-3227,29.464719,-98.542816,78228
236,612 Avondale Ave,78223-2617,29.370659,-98.456302,78223
237,110 Alamosa,78210-3802,29.39579,-98.483117,78210
238,218 Wiltshire Ave,78209-5412,29.476695,-98.457726,78209
239,3714 Neer Ave,78213-4522,29.489322,-98.520428,78213
240,7300 Loop 410 Nw,78245-2150,29.45065,-98.631542,78245
241,1427 Harry Wurzbach,78209-6113,29.474036,-98.435964,78209
242,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
243,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
244,311 Stieren,78210-1154,29.409683,-98.490911,78210
245,3838 Southcross Blvd E,78222-3556,29.374684,-98.420961,78222
246,7226 Snowden Crest,78240-4794,29.501613,-98.591172,78240
247,4060 Medical Dr,78229-2104,29.51848,-98.561909,78229
248,6422 Dove Hill,78238-3905,29.469044,-98.612969,78238
249,9702 Huebner Rd,78240-1311,29.533134,-98.590474,78240
250,1130 Lullwood Ave W,78201-4619,29.465472,-98.513001,78201
251,100 Ridgemont Ave,78209-5430,29.481003,-98.459052,78209
252,10710 Spirit Roam,78254,29.526163,-98.703891,78254
253,18819 Hardy Oak Blvd,78258-4961,29.617731,-98.476483,78258
254,200 Spriggsdale,78220-1118,29.417118,-98.438687,78220
255,87 Park Ct,78226-1836,29.383315,-98.555378,78226
256,3314 Scenic Ln,78230-3455,29.538333,-98.549043,78230
257,1602 Rivas St,78207-1331,29.440605,-98.536061,78207
258,428 Street A,78252,29.342332,-98.627845,78252
259,1427 Harry Wurzbach,78209-6113,29.474036,-98.435964,78209
260,1800 Austin Hwy,78218-1713,29.499371,-98.422432,78218
261,3426 Action Ln,78210-3402,29.403034,-98.431354,78210
262,5446 Evers Rd,78238-1802,29.486467,-98.59484,78238
263,2846 French Place W,78228-5307,29.453274,-98.541468,78228
264,2634 Military Dr Sw,78253,29.447346,-98.718672,78253
265,11426 Ih 10 W,78230-1043,29.547948,-98.585147,78230
266,554 Hot Wells,78223-2623,29.368683,-98.457804,78223
267,2135 Bailey Forest,78253-4459,29.454369,-98.732499,78253
268,13615 Primwood,78233-4973,29.565182,-98.379042,78233
269,1402 Laurel St W,78201-6020,29.444247,-98.527648,78201
270,8900 Waters Edge Dr,78245,29.425738,-98.660183,78245
271,14700 Ih 10 W,78249,29.581488,-98.597251,78249
272,906 Kentucky Ave,78201-6016,29.446423,-98.526072,78201
273,5726 Sweetwater Way,78253-4468,29.489812,-98.747575,78253
274,12718 Path Finder Ln,78230-1533,29.559245,-98.562592,78230
275,19422 Us Hwy 281 N,78258-7609,29.622833,-98.463989,78258
276,200 Briggs Ave,78211-3604,29.355274,-98.554706,78211
277,12702 La Quinta,78233-5847,29.555738,-98.387572,78233
278,403 Dickson Ave W,78214-2425,29.358967,-98.502027,78214
279,239 Azucena St,78237-1262,29.439324,-98.575014,78237
280,430 Meredith Dr,78228-3135,29.467309,-98.547878,78228
281,9415 Marsh Crk,78250-3529,29.504903,-98.666905,78250
282,1827 Basse Rd,78213-4607,29.488727,-98.515102,78213
283,35 Creston Bend,78233,29.564085,-98.362483,78233
284,1900 Blue Crest Ln,78247-4315,29.553353,-98.464549,78247
285,2732 Harry Wurzbach,78209-5004,29.491469,-98.431972,78209
286,1300 Callaghan Rd,78228-4309,29.448931,-98.602676,78228
287,28194 Bulverde Rd,78260,29.71693,-98.453913,78260
288,11922 Silent Canyon,78254-4554,29.537741,-98.728655,78254
289,204 Cooper St,78210-2308,29.407964,-98.460944,78210
290,4126 Flint Hill,78230-1618,29.544427,-98.568701,78230
291,4000 Ih 10 E,78219-4057,29.42791,-98.41655,78219
292,20714 Cactus Loop,78258-7454,29.634377,-98.465784,78258
293,2102 Andros Place,78227-2933,29.410559,-98.625215,78227
294,1114 Onslow,78202,29.428554,-98.443861,78202
295,4906 Wurzbach Pkwy,78238,29.478028,-98.612555,78238
296,10700 Ingram Rd,78245-2103,29.426046,-98.666057,78245
297,1711 Brazos St N,78201,29.444436,-98.511213,78201
298,2054 Buckner Pass,78253-4777,29.453666,-98.731384,78253
299,5903 Sinclair Rd,78222-2431,29.387691,-98.376879,78222
300,6739 Flores St S,78221-1644,29.352938,-98.489393,78221
301,10103 Round Ridge,78254-4555,29.538175,-98.729825,78254
302,5903 Sinclair Rd,78222-2431,29.387691,-98.376879,78222
303,100 Chappie James Way,78236-0122,29.387205,-98.599873,78236
304,9926 Sable Arrow,78251-4332,29.482467,-98.688247,78251
305,300 Dellwood,78216,29.504761,-98.494637,78216
306,2602 Colima St,78207-6605,29.418892,-98.531236,78207
307,2920 Gold Canyon Rd,78259,29.611121,-98.448182,78259
308,1100 Vance Jackson,78257,29.592858,-98.589437,78257
309,6811 Military Dr W,78227-3609,29.404349,-98.629146,78227
310,7515 Westfield Dr,78227-2736,29.407304,-98.638385,78227
311,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
312,1621 Culebra Rd,78201-5914,29.446216,-98.535562,78201
313,502 Mandalay Dr W,78212-1320,29.481271,-98.504439,78212
314,5435 Loop 1604 N W,78221,29.216218,-98.493725,78221
315,231 North Loop Rd E,78216-1812,29.555028,-98.494535,78216
316,8214 Marbach Rd,78227-1618,29.417833,-98.652131,78227
317,851 Avondale Ave,78223-2253,29.370656,-98.44951,78223
318,5138 Utsa Blvd,78249,29.579709,-98.586894,78249
319,8600 Fam Camp Rd,78223,29.335114,-98.435413,78223
320,2200 Evans Rd E,78259,29.636457,-98.455209,78259
321,3435 Southcross Blvd E,78223-1632,29.375698,-98.430007,78223
322,4214 Fondren,78217-1714,29.564487,-98.40751,78217
323,5821 Culebra Rd,78228-5664,29.448505,-98.600628,78228
324,443 Pinewood Ln,78216-6412,29.510216,-98.484201,78216
325,5054 Ayrshire,78217-6436,29.574354,-98.389673,78217
326,179 Howle,78223-3127,29.362119,-98.444111,78223
327,8300 Somerset Rd,78211-4718,29.342635,-98.561976,78211
328,5618 Ocean Side,78242-3219,29.329854,-98.613531,78242
329,715 Baltimore,78212,29.437914,-98.492187,78212
330,8900 Waters Edge Dr,78245,29.425738,-98.660183,78245
331,13007 Nacogdoches Rd,78217-1960,29.559279,-98.39609,78217
332,7003 Cozy Run,,29.425173,-98.494599,
333,1420 Gardina St,78201-3316,29.479323,-98.537894,78201
334,5102 Gawain Dr,78218-2705,29.505943,-98.390926,78218
335,7003 Ashdale Rd,78227-1803,29.425021,-98.6283,78227
336,17338 Wayland Run,78247-5821,29.599258,-98.390076,78247
337,8985 Grissom Rd,78251-2815,29.482036,-98.661542,78251
338,7100 Covel,78227,29.360828,-98.640531,78227
339,230 Escalon Ave,78221-1423,29.355501,-98.519682,78221
340,29010 Fairs Gate,,29.425173,-98.494599,
341,809 Davy Crockett Rd,78226-1829,29.387397,-98.567358,78226
342,5419 Tulip Rose,78253-5639,29.487274,-98.750244,78253
343,500 Sutton Dr,78228-4261,29.470938,-98.550233,78228
344,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
345,1813 San Angelo Blvd,78201-2351,29.485777,-98.52485,78201
346,6700 Mountain Top,78255-3528,29.688395,-98.65965,78255
347,606 Santa Monica St,78212-1840,29.471527,-98.501785,78212
348,111 Dallas St,78205-1201,29.432877,-98.492773,78205
349,5050 Bending Trails,78247-5677,29.599246,-98.401103,78247
350,809 Davy Crockett Dr,78238-5109,29.456721,-98.60469,78238
351,12946 Texas Gold,78253-3407,29.466553,-98.749321,78253
352,219 Robeson,78220-3127,29.411735,-98.442045,78220
353,7902 Dueling Oak,78254-1750,29.512937,-98.70304,78254
354,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
355,3200 Woodcliffe Dr,78230-5026,29.514656,-98.54352,78230
356,10892 Hillpoint Dr,78217-2866,29.542517,-98.429215,78217
357,202 Rolling Green Dr,78228-2450,29.475439,-98.572659,78228
358,7534 Marbach Rd,78227-1704,29.417784,-98.63718,78227
359,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
360,700 Ira Lee Rd,78218-1735,29.511603,-98.426424,78218
361,6227 Lark Valley Dr,78242-2011,29.355246,-98.625649,78242
362,745 Vfw Blvd,78223-2962,29.369898,-98.47481,78223
363,727 Avalon St,78213-3576,29.497709,-98.527479,78213
364,9800 Wurzbach Rd,78230,29.531673,-98.561532,78230
365,500 Bradshaw,78209,29.488071,-98.438115,78209
366,9510 Wurzbach Rd,78240-1059,29.530143,-98.563101,78240
367,535 Hutchins Place W,78221-2700,29.345644,-98.511497,78221
368,631 Shadwell,78228-4246,29.468913,-98.552001,78228
369,12511 Uhr Ln,78217,29.552729,-98.409218,78217
370,7719 Pasteur Ct,78229-3442,29.509422,-98.566587,78229
371,4000 Piedmont Ave,78223-1217,29.375691,-98.468348,78223
372,10419 Perrin Beitel,78217-3113,29.535118,-98.411098,78217
373,1202 Lombrano St,78207-1441,29.44313,-98.52781,78207
374,211 Hermitage Ct,78223-2039,29.371972,-98.470768,78223
375,1427 Harry Wurzbach,78209-6113,29.474036,-98.435964,78209
376,4200 Piedmont Ave,78223-1217,29.375531,-98.468375,78223
377,908 Manor Dr,78228-3256,29.464724,-98.542815,78228
378,818 New Valley Hi Dr,78227,29.378393,-98.646509,78227
379,8671 Loop 410 Sw,78242-2905,29.349142,-98.62852,78242
380,1006 Holbrook,78218-3325,29.488053,-98.417965,78218
381,10750 Nacogdoches Rd,78217-2849,29.537125,-98.424966,78217
382,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
383,1300 Mccullough Ave,78212-5601,29.44064,-98.491842,78212
384,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
385,1703 Donaldson Ave,78228-3028,29.465335,-98.557479,78228
386,2926 St Mary'S St N,78212-3531,29.452388,-98.485044,78212
387,203 Cavalier Ave,78225-1605,29.390368,-98.522101,78225
388,1605 Loop 1604 W S,78245-3199,29.416533,-98.709577,78245
389,532 Mayfield Blvd W,78211-4339,29.361643,-98.529505,78211
390,1722 Mariposa W,78201-2920,29.480905,-98.523435,78201
391,903 Camino Santa Maria,78228,29.455562,-98.560065,78228
392,8710 Hamer Ranch,,29.425173,-98.494599,
393,1603 Patricia Dr,78213-1207,29.548928,-98.519211,78213
394,1707 Cactus Blf,78258-7451,29.633495,-98.46927,78258
395,8830 Adams Hill Dr,78227-2341,29.410474,-98.661233,78227
396,1717 Rogers Ave,78208-1534,29.439783,-98.462044,78208
397,202 Elks Dr,78211-2250,29.37424,-98.521747,78211
398,9217 Powhatan Dr,78230-3911,29.522641,-98.550827,78230
399,6075 Ih 10 E,78219,29.44359,-98.36656,78219
400,710 Dolorosa,78207,29.424249,-98.497522,78207
401,4100 Piedmont Ave,78223-1217,29.375611,-98.468363,78223
402,5243 Village Crest Dr,78218-3848,29.489185,-98.383903,78218
403,3503 Willowwood Blvd,78219-2531,29.442261,-98.429331,78219
404,103 Sage Dr,78228-5035,29.461273,-98.555448,78228
405,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
406,7211 Norman Ln,78240-5250,29.506875,-98.595579,78240
407,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
408,1600 Jackson-Keller Rd,78213-3230,29.510539,-98.519299,78213
409,2730 Louis Bauer Dr,78235,29.341605,-98.451071,78235
410,126 Conception Ct,78225-1703,29.389362,-98.520046,78225
411,12503 Ranch Summit,78245-3178,29.424474,-98.74196,78245
412,1027 Morales,78207-2315,29.431595,-98.509456,78207
413,8730 Wurzbach Rd,78240-1159,29.523594,-98.569833,78240
414,3800 Espada Falls,78222,29.387226,-98.380668,78222
415,3519 Grant Ave,78201-3027,29.48132,-98.509543,78201
416,9603 Bandera Rd,78250-5600,29.533842,-98.646565,78250
417,5915 Fir Valley Dr,78242-1630,29.359898,-98.618152,78242
418,700 At And T Center Pkwy,78219-3618,29.432549,-98.433881,78219
419,6310 Cougar Village,78242-2460,29.365509,-98.621732,78242
420,214 Betty Jean,78223-2120,29.372494,-98.461524,78223
421,400 Belford,78223,29.364647,-98.431423,78223
422,349 Hafer E,78214-1502,29.382177,-98.496279,78214
423,203 Carroll Ave,78225-1429,29.392018,-98.521982,78225
424,725 Big Foot,78225-1261,29.395119,-98.513863,78225
425,2922 Mozart Ave,78210-5631,29.390958,-98.441689,78210
426,11802 West Ave,78216-2532,29.548366,-98.506724,78216
427,1403 San Francisco St,78201-4116,29.46874,-98.51746,78201
428,3300 Hackberry St S,78210,29.38792,-98.473422,78210
429,119 Hearne,78225-1641,29.389555,-98.522224,78225
430,14303 Brook Hollow Blvd,78232-3805,29.577234,-98.470929,78232
431,7235 Dewhurst Rd,78213-3437,29.500355,-98.543953,78213
432,2200 Barefield Dr,78230,29.539204,-98.5312,78230
433,7003 Walnut Valley Dr,78242-1529,29.359573,-98.626455,78242
434,11780 Parliament,78213-1117,29.548398,-98.510548,78213
435,4407 Sun Vista Ln,78217-3622,29.526891,-98.405356,78217
436,1220 Commerce St E,78205-3308,29.421253,-98.476665,78205
437,7409 Sidbury Cir,78250-5255,29.510593,-98.669457,78250
438,5818 Lubbers Way,78242-2934,29.338358,-98.611062,78242
439,1701 Cactus Blf,78258-7451,29.633495,-98.46927,78258
440,1701 Cactus Blf,78258-7451,29.633495,-98.46927,78258
441,202 Jennings Ave,78225-1624,29.391198,-98.522082,78225
442,11660 Huebner Rd,78230-1316,29.549552,-98.573707,78230
443,110 Quill Dr W,78228-4011,29.466536,-98.568188,78228
444,9360 Ih 10 W Access Rd,,29.425173,-98.494599,
445,11215 Whisper Meadow,78230-3547,29.543812,-98.543514,78230
446,7707 Lost Creek Gap,78247-1325,29.592764,-98.370803,78247
447,4000 Rittiman Rd,78218-4354,29.484853,-98.414791,78218
448,3926 Highcliff Dr,78218-2424,29.510768,-98.416844,78218
449,211 Hermitage Ct,78223-2039,29.371972,-98.470768,78223
450,111 Yolanda,78228-5860,29.442273,-98.578782,78228
451,2627 Culebra Rd,78228-6357,29.447621,-98.550354,78228
452,2303 Woodlawn Ave W,78201-5367,29.45516,-98.537822,78201
453,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
454,1006 Holbrook,78218-3325,29.488053,-98.417965,78218
455,100 Chappie James Way,78236-0122,29.387205,-98.599873,78236
456,2023 Chaffin Way,78260-2171,29.7273,-98.45746,78260
457,9307 Broadway,78215,29.44005,-98.477843,78215
458,3111 Zarzamora St N,78201-5002,29.460464,-98.523054,78201
459,6500 Bandera Rd,78238-1440,29.491068,-98.613027,78238
460,4000 Rittiman Rd,78218-4354,29.484853,-98.414791,78218
461,100 Chappie James Way,78236-0122,29.387205,-98.599873,78236
462,4414 Clear Spg,78217-3626,29.529361,-98.405094,78217
463,206 Ashland Dr,78218-1807,29.505018,-98.408872,78218
464,13002 Salt Fork,78255-2105,29.65444,-98.667086,78255
465,1111 Rousseau,78245,29.423606,-98.703985,78245
466,2606 Circle Tree,78247-3816,29.567187,-98.448934,78247
467,25545 Two Spgs,78255-4412,29.683675,-98.644927,78255
468,15266 Oak Spg,78232-4242,29.580038,-98.448818,78232
469,1916 Austin Hwy,78218-2501,29.500009,-98.4213,78218
470,859 Rockwell Blvd,78224-2708,29.328068,-98.523247,78224
471,8914 Presa St S,78223-4741,29.333714,-98.450291,78223
472,2359 Waverly Ave,78228-5513,29.449484,-98.55137,78228
473,4411 Thousand Oaks Dr,78233-6801,29.550079,-98.406629,78233
474,5054 Ayrshire,78217-6436,29.574354,-98.389673,78217
475,4225 Director Dr,78219-3201,29.439043,-98.414663,78219
476,3601 Candlebrook Ln,78244-1981,29.45626,-98.366717,78244
477,4000 Barrington,78217-4204,29.522897,-98.417302,78217
478,250 Glenview Dr W,78228-1514,29.48339,-98.564666,78228
479,5660 Fm 78,78219-1136,29.474844,-98.379806,78219
480,5315 Rigsby Ave,78222-1419,29.3983,-98.386356,78222
481,5623 Monterey St,78237-1841,29.429737,-98.564165,78237
482,668 Holbrook,78218-5207,29.48025,-98.410605,78218
483,1022 Grubb Rd,78219-3227,29.436326,-98.411935,78219
484,3370 Nursery Rd,78234,29.464967,-98.428309,78234
485,727 Olmos Dr W,78212-1844,29.470629,-98.505358,78212
486,1115 San Angelo Blvd,78201-2427,29.485949,-98.515738,78201
487,10102 Us Hwy 90 W,78236,29.387049,-98.677686,78236
488,28411 Willis Ranch,78260-6057,29.721152,-98.455437,78260
489,151 Inez Ave,78228-6149,29.441139,-98.563724,78228
490,8541 Lake Vista,78227-4351,29.392879,-98.652173,78227
491,6502 Woodstock Dr,78223-3368,29.363695,-98.418416,78223
492,4915 Cambray Dr,78229-5301,29.494002,-98.582153,78229
493,215 Purdue,78228-5410,29.452258,-98.55834,78228
494,6454 Lake Superior,78222-3344,29.379583,-98.371023,78222
495,2022 Buena Vista St,78207-3809,29.426533,-98.521132,78207
496,2555 Loop 410 Ne,78222-1442,29.395142,-98.389768,78222
497,3400 Ih 37 S,78264,29.202308,-98.424927,78264
498,8671 Loop 410 Sw,78242-2905,29.349142,-98.62852,78242
499,6102 Rose Valley,78242-2521,29.346295,-98.622017,78242
500,107 Yolanda,78228-5860,29.442109,-98.578802,78228
501,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
502,8418 Quintana Rd,78211-3553,29.34356,-98.585297,78211
503,5802 Kim Valley Dr,78242-2212,29.350343,-98.611644,78242
504,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
505,8902 Presa St S,78223-4741,29.334398,-98.451696,78223
506,818 New Valley Hi Dr,78227,29.378393,-98.646509,78227
507,2627 Culebra Rd,78228-6357,29.447621,-98.550354,78228
508,1221 Lombrano St,78207-1420,29.443212,-98.528757,78207
509,1427 Harry Wurzbach,78209-6113,29.474036,-98.435964,78209
510,2204 Poplar St W,78207-1425,29.440968,-98.527973,78207
511,1102 Hedges St,78203-2146,29.414429,-98.446014,78203
512,300 Wallace St,78237-3114,29.418915,-98.54999,78237
513,119 Hearne,78225-1641,29.389555,-98.522224,78225
514,630 Mitchell St W,78204-2730,29.395317,-98.502609,78204
515,803 Commercial Ave,78211-1745,29.375237,-98.516859,78211
516,902 Crystal,78211-1720,29.377041,-98.517004,78211
517,668 Holbrook,78218-5207,29.48025,-98.410605,78218
518,417 Spriggsdale,78220-1024,29.416998,-98.438526,78220
519,668 Holbrook,78218-5207,29.48025,-98.410605,78218
520,14020 Cross Canyon,78232,29.56619,-98.468783,78232
521,1400 Rio Grande St N,78202,29.430573,-98.447417,78202
522,219 Ashland Dr,78218-1808,29.505303,-98.408141,78218
523,3215 Bob Billa,78223-2863,29.366302,-98.43637,78223
524,8403 Wurzbach Rd,78229-3322,29.518347,-98.574735,78229
525,9130 Mare Country,78254-6180,29.526208,-98.706745,78254
526,2428 Clower St,78201-3344,29.477758,-98.534675,78201
527,15510 Mitchell Blf,78248-2110,29.582772,-98.517473,78248
528,902 Holbrook,78218,29.48491,-98.416246,78218
529,11723 Whisper Valley,78230-3739,29.549848,-98.541879,78230
530,2800 Fredericksburg Rd,78201-4705,29.469501,-98.531066,78201
531,203 Cavalier Ave,78225-1605,29.390368,-98.522101,78225
532,300 Mitchell St E,78210-3847,29.391952,-98.488683,78210
533,7450 Saddlewood,78238-2151,29.493837,-98.634241,78238
534,9338 Perrin Beitel,78217-3500,29.525014,-98.411018,78217
535,3807 Yellow Flax,78253-6474,29.470578,-98.747245,78253
536,5934 Piedmont Glen,78249-4877,29.567833,-98.603584,78249
537,427 Odell St,78212-1856,29.473652,-98.498651,78212
538,2822 Cesar Chavez Blvd W,78207-4717,29.424077,-98.529573,78207
539,15310 Cascade Pt,78253-4718,29.518192,-98.799812,78253
540,1022 Elmira St E,78212-4501,29.441842,-98.484125,78212
541,1623 Santiago St,78207-5842,29.417228,-98.530182,78207
542,325 Dickson Ave W,78214-2423,29.358962,-98.50033,78214
543,3800 Parkdale Dr,78229-2031,29.526269,-98.559494,78229
544,8050 Oakdell Way,78240-3910,29.515752,-98.597878,78240
545,357 Dickson Ave W,78214-2423,29.358969,-98.501734,78214
546,11585 Alamo Ranch,78253-6167,29.487068,-98.721615,78253
547,8400 Old Corpus Christi Rd,78223-4305,29.339793,-98.453781,78223
548,5902 Hazel Valley Dr,78242-1632,29.358175,-98.618041,78242
549,2303 Woodlawn Ave W,78201-5367,29.45516,-98.537822,78201
550,107 Spotted Bear,78223,29.333256,-98.420074,78223
551,119 Hearne,78225-1641,29.389555,-98.522224,78225
552,1300 Elmendorf N,78207-1141,29.441505,-98.527649,78207
553,2900 Flores St S,78204-2631,29.395229,-98.504286,78204
554,6102 Rose Valley,78242-2521,29.346295,-98.622017,78242
555,902 Crystal,78211-1720,29.377041,-98.517004,78211
556,3039 Low Oak,78232-1814,29.590914,-98.440518,78232
557,23500 Ih 10 W,78257,29.656913,-98.625633,78257
558,612 Avondale Ave,78223-2617,29.370659,-98.456302,78223
559,5802 Kim Valley Dr,78242-2212,29.350343,-98.611644,78242
560,111 Yolanda,78228-5860,29.442273,-98.578782,78228
561,1618 Wrangler Dr,78227-2781,29.417041,-98.642585,78227
562,3014 Bear Springs Dr,78245-2228,29.395709,-98.697132,78245
563,6606 Swiss Oaks,78227-1268,29.421541,-98.61933,78227
564,108 Chappie James Way,78236-0122,29.386901,-98.599855,78236
565,1043 Kentucky Ave,78201-6047,29.446674,-98.528766,78201
