report_date,total_gallons,gallons_returned,spill_start,spill_stop,hours,cause,actions,watershed,unit_id_1,unit_id_2,discharge_to,discharge_route,council_district,month,year,week,edwards_zone,pipe_diameter,pipe_length,pipe_type,installation_year,inches_no,rainfall_less_3,num_spills_compkey,num_spills_24mos,unit_type,asset_type,last_cleaned,response_time,response_datetime,public_notice,time_int,root_cause,steps_to_prevent,spill_street_address,multiple_spills
2018-07-21,2750,1000.0,7/21/2018 5:57:00 PM,7/21/2018 7:47:00 PM,1.8333333330000001,grease,cleaned main,dos rios,6829,9108,drainage culvert,none,8,7,2018,29,0,8.0,227.4,pvc,1976,0.0,0.0,1,1,gravity,sewer main,,1.38,2018-07-21,False,120,grease,na,8138 Donore Place,False
2018-07-16,7175,0.0,7/16/2018 12:03:00 PM,7/16/2018 4:50:00 PM,4.783333333,structural,repaired main,dos rios,29134,454650,drainage culvert,none,2,7,2018,29,0,10.0,293.0,cp,1927,0.0,0.0,1,1,gravity,sewer main,,1.75,2018-07-16,False,24,structural,na,201 Walters St N,False
2018-07-15,73,0.0,7/15/2018 2:34:00 PM,7/15/2018 3:47:00 PM,1.216666667,grease,cleaned main,dos rios,20599,19740,street,none,6,7,2018,29,0,12.0,215.1,cp,1954,0.0,0.0,1,1,gravity,sewer main,,0.00,2018-07-15,False,120,grease,na,902 San Augustine S,False
2018-07-14,250,0.0,7/14/2018 11:50:00 AM,7/14/2018 12:40:00 PM,0.833333333,grease,cleaned main,dos rios,30725,30770,stormdrain,none,1,7,2018,28,0,8.0,350.0,rl,2011,0.0,0.0,2,1,gravity,sewer main,,0.67,2018-07-14,False,6,grease,na,400 Soledad St,False
2018-07-12,675,0.0,7/12/2018 2:45:00 PM,7/12/2018 5:00:00 PM,2.25,grease,cleaned lateral,salado creek,920641,920644,ground  - over the edwards aquifer recharge zone,none,0,7,2018,28,5,8.0,244.49,pvc,2013,0.0,2.54,1,1,gravity,sewer node,,0.23,2018-07-12,False,60,grease,na,26480 Us Hwy 281 N,False
2018-07-09,960,0.0,7/9/2018 2:30:00 PM,7/9/2018 8:15:00 PM,5.75,i/i,diluted by heavy rain water,dos rios,3182,3070,ground,none,1,7,2018,28,0,8.0,15.0,vcp,1950,2.54,1.32,1,1,gravity,sewer main,,0.00,2018-07-09,False,0,rain event,"Increase FCS, ",3714 Neer Ave,False
2018-07-09,2750,0.0,7/9/2018 4:50:00 PM,7/9/2018 5:45:00 PM,0.916666667,i/i,diluted by heavy rain water,salado creek,931145,931131,creek bed - spilled into salado creek - over the edwards aquifer transition zone,salado creek,9,7,2018,28,0,27.0,69.38,pvc,2016,2.54,1.32,1,1,outfall,sewer main,,0.00,2018-07-09,False,120,rain event,"I/I Inv, ",103 Morgans Cir,False
2018-07-09,94250,0.0,7/9/2018 3:00:00 PM,7/10/2018 3:30:00 AM,12.5,i/i,diluted by heavy rain water,salado creek,46546,47428,creek bed - spilled into salado creek,salado creek,10,7,2018,28,0,48.0,298.34,rcp,1973,2.54,1.32,2,2,outfall,sewer main,,0.00,2018-07-09,False,24,rain event,"I/I Inv, ",1800 Austin Hwy,False
2018-07-09,96200,0.0,7/9/2018 4:00:00 PM,7/10/2018,8.0,i/i,diluted by heavy rain water,leon creek,1187,1074,creek bed - spilled into leon creek,leon creek,0,7,2018,28,0,54.0,17.61,csc,1983,2.54,1.32,9,6,siphon,sewer main,,0.00,2018-07-09,True,0,rain event,na,108 Chappie James Way,False
2018-07-09,114725,0.0,7/9/2018 9:00:00 AM,7/10/2018 1:00:00 AM,16.0,i/i,diluted by heavy rain water,leon creek,79943,79942,creek bed - spilled into leon creek - over the edwards aquifer contributing zone,leon creek,8,7,2018,28,0,24.0,199.88,pvc,2004,2.54,1.32,2,1,outfall,sewer main,,0.00,2018-07-09,True,120,rain event,na,23500 Ih 10 W,False
2018-07-09,135200,0.0,7/9/2018 3:00:00 PM,7/10/2018 2:00:00 AM,11.0,i/i,diluted by heavy rain water,leon creek,903060,903059,creek bed - spilled into leon creek,leon creek,6,7,2018,28,0,66.0,27.15,frp,2014,2.54,1.32,8,7,outfall,sewer main,,0.00,2018-07-09,True,120,rain event,na,6606 Swiss Oaks,False
2018-07-08,9200,0.0,7/8/2018 11:14:00 AM,7/8/2018 12:00:00 PM,0.7666666670000001,contractor,cleaned main,dos rios,45782,30312,stormdrain,none,1,7,2018,28,0,10.0,397.0,cp,1910,0.14,1.31,1,1,gravity,sewer main,,0.00,2018-07-08,False,24,contractor,na,802 Erie Ave,False
2018-07-06,5,0.0,7/6/2018 5:00:00 PM,7/6/2018 6:30:00 PM,1.5,structural,cleaned main,dos rios,2473,15254,ground,none,1,7,2018,27,0,8.0,350.0,vcp,1974,0.26,0.71,1,1,gravity,sewer main,,1.00,2018-07-06,False,24,structural,"Design Request, ",850 Lee Hall,False
2018-07-05,72,72.0,7/5/2018 7:18:00 PM,7/5/2018 8:30:00 PM,1.2,debris,cleaned main,leon creek,453549,453550,stormdrain - over the edwards aquifer contributing zone,none,8,7,2018,27,0,8.0,230.79,pvc,2009,0.13,0.58,1,1,gravity,sewer main,,0.70,2018-07-05,False,120,debris,"Increase FCS, ",19840 Cresta Bella,False
2018-07-03,14300,0.0,7/3/2018 6:13:00 PM,7/4/2018 6:55:00 AM,12.7,contractor,diluted by fresh water from water main break,dos rios,29253,29196,street,none,2,7,2018,27,0,10.0,211.0,cp,1928,0.0,0.0,1,1,gravity,sewer main,,0.28,2018-07-03,False,6,contractor,Other,2322 Dakota St,False
2018-06-29,215,0.0,6/29/2018 3:55:00 PM,6/29/2018 4:38:00 PM,0.716666667,contractor,cleaned main,salado creek,61672,74585,drainage culvert - over the edwards aquifer recharge zone,none,9,6,2018,26,5,10.0,135.5,pvc,1988,0.0,0.0,1,1,gravity,sewer main,,0.63,2018-06-29,False,60,contractor,"Point Repair, ",20818 Wild Springs Dr,False
2018-06-25,52,55.0,6/25/2018 4:38:00 PM,6/25/2018 5:30:00 PM,0.8666666670000001,debris,cleaned main,dos rios,521442,45897,street,none,2,6,2018,26,0,8.0,61.01,cas,9999,0.01,0.0,3,1,siphon,sewer main,,0.37,2018-06-25,False,12,grease,"Increase FCS, ",1000 Rio Grande St N,False
2018-06-23,75,0.0,6/23/2018 5:15:00 PM,6/23/2018 6:30:00 PM,1.25,debris,cleaned main,salado creek,55022,55056,street - over the edwards recharge zone,none,9,6,2018,25,5,8.0,280.95,pvc,1985,0.0,0.0,1,1,gravity,sewer main,,0.83,2018-06-23,False,60,grease,"Increase FCS, ",901 Sonterra Blvd,False
2018-06-19,7200,0.0,6/19/2018 5:20:00 PM,6/19/2018 6:50:00 PM,1.5,debris,cleaned main,dos rios,78234,89685,drainage culvert - over the edwards recharge zone,none,8,6,2018,25,3,8.0,310.0,vcp,1973,0.12,0.22,2,1,gravity,sewer main,,0.70,2018-06-19,False,60,grease,"RPC, ",5150 De Zavala Rd,False
2018-06-17,1275,1275.0,6/17/2018 11:19:00 AM,6/17/2018 12:10:00 PM,0.85,grease,cleaned main,leon creek,80306,80305,drainage culvert,none,4,6,2018,25,0,8.0,301.99,vcp,1968,0.0,0.36,1,1,gravity,sewer main,,0.65,2018-06-17,False,24,other,"Point Repair, ",5700 Elm Valley Dr,False
2018-06-15,1000,0.0,6/15/2018 1:10:00 PM,6/15/2018 2:50:00 PM,1.6666666669999999,structural,repaired main,dos rios,22978,31959,street,none,1,6,2018,24,0,8.0,315.3,cp,1965,0.36,0.0,1,1,gravity,sewer main,,0.30,2018-06-15,False,1,structural,"Design Request, ",823 Dolorosa,False
2018-06-15,40,0.0,6/15/2018 4:50:00 PM,6/15/2018 5:30:00 PM,0.666666667,debris,cleaned main,dos rios,31878,31701,street,none,2,6,2018,24,0,8.0,502.0,vcp,1959,0.36,0.0,1,1,gravity,sewer main,,0.50,2018-06-15,False,12,grease,"Design Request, ",1112 Muncey,False
2018-06-12,84,0.0,6/12/2018 9:34:00 AM,6/12/2018 10:58:00 AM,1.4,contractor,cleaned main,salado creek,434564,405507,stormdrain,none,9,6,2018,24,0,8.0,55.9,vcp,1959,0.0,0.0,1,1,gravity,sewer main,,0.77,2018-06-12,False,24,contractor,Other,234 Sunset Rd E,False
2018-06-08,59,0.0,6/8/2018 9:49:00 AM,6/8/2018 10:48:00 AM,0.9833333329999999,grease,cleaned main,dos rios,36804,22399,ground,none,5,6,2018,23,0,8.0,366.0,vcp,1961,0.0,0.0,1,1,gravity,sewer main,,0.17,2018-06-08,False,12,structural,"Design Request, ",300 Walton Ave,False
2018-06-08,200,0.0,6/8/2018 6:06:00 PM,6/8/2018 9:00:00 PM,2.9,contractor,repaired main,salado creek,61673,74585,ground - over the edwards aqifer reharge zone,none,9,6,2018,23,5,8.0,221.33,pvc,1994,0.0,0.0,1,1,gravity,sewer main,,0.00,2018-06-08,False,60,contractor,"Point Repair, ",20814 Wild Springs Dr,False
2018-06-01,78063,0.0,6/1/2018 4:40:00 PM,6/1/2018 8:05:00 PM,3.416666667,debris,cleaned main,leon creek,536362,536359,ground - spilled into huebner creek,huebner creek,7,6,2018,22,0,8.0,500.0,pvc,2012,0.0,0.0,1,1,gravity,sewer main,,1.33,2018-06-01,False,24,debris,"Increase FCS, ",3215 Northwestern Dr,True
2018-05-31,50,0.0,5/31/2018 3:25:00 PM,5/31/2018 4:35:00 PM,1.166666667,grease,cleaned main,dos rios,30949,561595,stormdrain- spilled into san antonio river,san antonio river,1,5,2018,22,0,18.0,32.0,dip,2003,0.0,0.0,1,1,siphon,sewer main,,0.25,2018-05-31,False,6,grease,"Increase FCS, ",111 Lexington Ave,False
2018-05-31,20,0.0,5/31/2018 1:29:00 PM,5/31/2018 2:35:00 PM,1.1,roots,cleaned lateral,salado creek,89461,na,ground,none,10,5,2018,22,0,8.0,999.0,pvc,1989,0.0,0.0,1,1,lateral,sewer service line,,0.37,2018-05-31,False,120,roots,"Point Repair, ",515 Woodcrest Dr,False
2018-05-23,34,0.0,5/23/2018 11:15:00 AM,5/23/2018 1:30:00 PM,2.25,structural,repaired lateral,dos rios,27664,na,street,none,2,5,2018,21,0,6.0,0.0,pvc,9999,0.0,0.2,1,1,lateral,sewer service line,,0.00,2018-05-23,False,0,structural,"Point Repair, ",151 Paul St,False
2018-05-22,1000,0.0,5/22/2018 1:45:00 PM,5/22/2018 1:45:00 PM,0.0,i/i,monitored area,leon creek,1210,1467,creek bed - spilled into leon creek,none,0,5,2018,21,0,54.0,1335.0,rcp,1965,0.0,0.2,5,5,outfall,sewer main,,0.00,2018-05-22,False,0,rain event,"I/I Inv, ",108 Chappie James Way,False
2018-05-21,24,0.0,5/21/2018 8:18:00 AM,5/21/2018 11:00:00 AM,2.7,contractor,cleaned main,dos rios,11513,24510,street,none,9,5,2018,21,0,8.0,197.47,vcp,1969,0.0,0.2,1,1,gravity,sewer main,,0.45,2018-05-21,False,24,contractor,"Point Repair, ",10221 Desert Sands Dr,False
2018-05-19,50,0.0,5/19/2018 6:31:00 PM,5/19/2018 7:00:00 PM,0.483333333,structural,cleaned lateral,dos rios,130304,na,street,none,3,5,2018,20,0,6.0,0.0,pvc,9999,0.0,0.0,1,1,lateral,sewer service line,,0.48,2018-05-19,False,0,structural,"Point Repair, ",2011 Dollarhide Ave,False
2018-05-14,79,79.0,5/14/2018 3:18:00 PM,5/14/2018 4:37:00 PM,1.316666667,grease,cleaned main,dos rios,1016326,1016331,street,none,0,5,2018,20,0,0.0,0.0,na,9999,0.0,0.0,1,1,gravity,sewer main,,1.03,2018-05-14,False,0,contractor,"Increase FCS, ",2007 Ares Cv,False
2018-05-14,111,111.0,5/14/2018 3:19:00 PM,5/14/2018 5:10:00 PM,1.85,grease,cleaned main,dos rios,18693,18893,street,none,4,5,2018,20,0,8.0,373.0,cp,1955,0.0,0.0,1,1,gravity,sewer main,,1.18,2018-05-14,False,120,debris,"Increase FCS, ",2418 Ansley Blvd W,False
2018-05-14,334,0.0,5/14/2018 5:06:00 PM,5/14/2018 10:40:00 PM,5.566666667000001,lift station,restored power to lift station,dos rios,LS238,na,drainage culvert,none,0,5,2018,20,0,0.0,0.0,na,9999,0.0,0.0,1,1,above,sewer lift station,,3.90,2018-05-14,False,0,lift station,"ED/COM, ",20005 Liedecke,False
2018-05-13,4900,0.0,5/13/2018 4:42:00 PM,5/13/2018 6:20:00 PM,1.6333333330000002,grease,cleaned main,leon creek,415109,414878,drainage culvert,none,6,5,2018,20,0,8.0,425.09,pvc,2008,0.0,0.0,1,1,gravity,sewer main,,1.13,2018-05-13,False,120,grease,"Increase FCS, ",2310 Elva Forest,False
2018-05-11,10,0.0,5/11/2018 8:37:00 AM,5/11/2018 5:17:00 PM,8.666666667000001,structural,cleaned main,leon creek,47275,47276,stormdrain,none,7,5,2018,19,0,8.0,68.0,pvc,1982,0.0,0.0,1,1,gravity,sewer main,,0.00,2018-05-11,False,24,grease,"Increase FCS, ",4107 Culebra Rd,False
2018-05-07,225,0.0,5/7/2018 9:55:00 AM,5/7/2018 10:40:00 AM,0.75,debris,cleaned main,dos rios,9400,8528,stormdrain,none,1,5,2018,19,0,8.0,304.5,cp,1951,0.0,0.76,1,1,gravity,sewer main,,0.33,2018-05-07,False,12,contractor,na,6931 San Pedro Ave,False
2018-05-07,136,0.0,5/7/2018 9:04:00 AM,5/7/2018 11:20:00 AM,2.266666667,grease,cleaned main,dos rios,90638,80666,ground,none,9,5,2018,19,0,8.0,240.0,vcp,1963,0.0,0.76,2,1,gravity,sewer main,,2.10,2018-05-07,False,12,vandalism,na,8446 Country Village,False
2018-05-01,3500,3500.0,5/1/2018 6:26:00 PM,5/2/2018 9:00:00 AM,14.56666667,contractor,repaired main,dos rios,96632,96631,ground,none,5,5,2018,18,0,8.0,387.0,xxx,9999,0.0,0.0,1,1,gravity,sewer main,,0.57,2018-05-01,False,24,contractor,"Design Request, ",2600 Cima,False
2018-04-29,104,100.0,4/29/2018 6:06:00 PM,4/29/2018 7:50:00 PM,1.733333333,debris,cleaned main,salado creek,49353,49490,street,none,2,4,2018,18,0,8.0,350.0,ct,1946,0.0,0.0,1,1,gravity,sewer main,,0.40,2018-04-29,False,120,structural,"Point Repair, ",409 Rittiman Rd,False
2018-04-20,68,50.0,4/20/2018 11:22:00 AM,4/20/2018 12:30:00 PM,1.133333333,debris,cleaned main,leon creek,78117,77936,drainage culvert - over the edwards aquifer recharge zone,none,8,4,2018,16,4,8.0,133.0,pvc,1986,0.0,0.0,1,1,gravity,sewer main,,0.38,2018-04-20,False,60,debris,na,7021 Washita Way,False
2018-04-19,1700,0.0,4/19/2018 1:59:00 PM,4/19/2018 2:33:00 PM,0.566666667,debris,cleaned main,leon creek,34104,34401,stormdrain,none,7,4,2018,16,0,8.0,68.23,pvc,1982,0.0,0.0,2,1,gravity,sewer main,,0.45,2018-04-19,False,6,debris,"Increase FCS, ",1432 Watkins,False
2018-04-17,410,0.0,4/17/2018 7:38:00 PM,4/17/2018 9:00:00 PM,1.3666666669999998,debris,cleaned main,leon creek,991241,991244,drainage culvert - over the edwards aquifer transition zone,none,0,4,2018,16,0,8.0,201.14,pvc,2016,0.0,0.0,1,1,gravity,sewer main,,0.78,2018-04-17,False,24,contractor,Other,13213 Willow Dust,False
2018-04-13,1925,0.0,4/13/2018 10:58:00 AM,4/13/2018 12:15:00 PM,1.283333333,grease,cleaned main,dos rios,7877,8458,stormdrain,none,1,4,2018,15,0,8.0,82.0,rl,2014,0.0,0.0,1,1,gravity,sewer main,,0.87,2018-04-13,False,24,grease,"ED/COM, ",1454 Gardina St,False
2018-04-12,39,0.0,4/12/2018 7:26:00 AM,4/12/2018 8:05:00 AM,0.65,debris,cleaned main,salado creek,48391,48420,drainage culvert,none,2,4,2018,15,0,8.0,358.83,pvc,2000,0.0,0.0,3,2,gravity,sewer main,,0.40,2018-04-12,False,6,grease,"Increase FCS, ",219 Ashland Dr,False
2018-04-12,8400,0.0,4/12/2018 2:06:00 PM,4/12/2018 3:02:00 PM,0.933333333,debris,cleaned main,leon creek,48822,48824,stormdrain,none,8,4,2018,15,0,8.0,299.66,vcp,1967,0.0,0.0,1,1,gravity,sewer main,,0.78,2018-04-12,False,24,contractor,"Increase FCS, ",7411 Wurzbach Rd,False
2018-04-10,500,300.0,4/10/2018 4:42:00 PM,4/10/2018 5:45:00 PM,1.05,debris,cleaned main,dos rios,41997,27963,stormdrain,none,3,4,2018,15,0,8.0,350.0,cp,1987,0.0,0.0,1,1,gravity,sewer main,,0.80,2018-04-10,False,24,structural,"Point Repair, ",215 Anton Dr,False
2018-04-10,89500,0.0,4/10/2018 10:00:00 AM,4/10/2018 4:30:00 PM,6.5,roots,cleaned main,dos rios,5312,6953,creek bed - spilled into olmos creek - over the edwards aquifer transition zone,olmos creek,1,4,2018,15,0,15.0,458.0,vcp,1966,0.0,0.0,1,1,gravity,sewer main,,3.92,2018-04-10,False,6,debris,"Increase FCS, ",6209 West Ave,False
2018-04-07,665,0.0,4/6/2018 9:25:00 AM,4/6/2018 2:34:00 PM,5.15,debris,cleaned lateral,dos rios,74922,na,street,none,7,4,2018,14,0,15.0,197.8,cp,1920,0.0,0.01,1,1,lateral,sewer service line,,1.92,2018-04-06,False,0,structural,"Point Repair, ",1315 Texas Ave,True
2018-04-02,8550,0.0,4/2/2018 11:21:00 AM,4/2/2018 1:15:00 PM,1.9,grease,cleaned main,salado creek,52641,52642,drainage culvert,none,9,4,2018,14,0,8.0,107.26,vcp,1979,0.0,0.0,2,1,gravity,sewer main,,1.15,2018-04-02,False,6,grease,"RPC, ",841 Bitters Rd,False
2018-04-01,60,0.0,4/1/2018 8:00:00 PM,4/1/2018 9:00:00 PM,1.0,structural,cleaned main,dos rios,4170,4171,alley,none,1,4,2018,14,0,8.0,400.0,vcp,1957,0.0,0.0,1,1,gravity,sewer main,,0.50,2018-04-01,False,120,structural,"Design Request, ",2203 Spicewood Dr,False
2018-03-31,870,0.0,3/31/2018 11:43:00 AM,3/31/2018 1:10:00 PM,1.45,grease,cleaned main,dos rios,8695,8029,street,none,7,3,2018,13,0,8.0,125.5,vcp,1976,0.0,3.51,1,1,gravity,sewer main,,0.95,2018-03-31,False,6,structural,"Design Request, ",1400 St Cloud,False
2018-03-31,103,0.0,3/31/2018 12:32:00 PM,3/31/2018 2:15:00 PM,1.716666667,debris,cleaned main,leon creek,34298,33803,stormdrain,none,6,3,2018,13,0,8.0,350.0,pvc,1998,0.0,3.51,1,1,gravity,sewer main,,1.47,2018-03-31,False,24,grease,"Increase FCS, ",851 Acme Rd S,False
2018-03-28,1550,0.0,3/28/2018 11:14:00 AM,3/28/2018 11:45:00 AM,0.52,i/i, diluted by heavy rainwater,dos rios,26187,27616,street,none,3,3,2018,13,0,8.0,21.5,pvc,2005,3.51,0.18,5,2,gravity,sewer main,,0.00,2018-03-28,False,24,rain event,"I/I Inv, ",4200 Piedmont Ave,False
2018-03-28,81200,0.0,3/28/2018 10:40:00 AM,3/28/2018 2:50:00 PM,4.166666667,i/i,diluted by heavy rain water,dos rios,542419,6090,street,none,7,3,2018,13,0,8.0,47.1,vcp,1976,3.51,0.18,2,2,gravity,sewer main,,0.00,2018-03-28,False,120,rain event,"I/I Inv, ",909 Manor Dr,False
2018-03-28,3650,0.0,3/28/2018 10:00:00 AM,3/28/2018 4:05:00 PM,6.08,i/i,monitored area,dos rios,28313,28312,street,none,3,3,2018,13,0,12.0,239.25,pvc,2007,3.51,0.18,2,2,gravity,sewer main,,0.00,2018-03-28,False,1,rain event,"I/I Inv, ",612 Avondale Ave,False
2018-03-28,1160,0.0,3/28/2018 11:31:00 AM,3/28/2018 3:23:00 PM,3.866666667,i/i,monitored area,dos rios,26660,38842,street,none,5,3,2018,13,0,39.0,153.6,rcp,1920,3.51,0.18,1,1,outfall,sewer main,,3.32,2018-03-28,False,120,rain event,"I/I Inv, ",110 Alamosa,False
2018-03-28,32440,0.0,3/28/2018 9:45:00 AM,3/28/2018 11:00:00 AM,1.25,i/i,diluted by heavy rain water,dos rios,10623,8064,street,none,0,3,2018,13,0,8.0,85.0,ct,1939,3.51,0.18,1,1,gravity,sewer main,,0.00,2018-03-28,False,24,contractor,"Design Request, ",218 Wiltshire Ave,True
2018-03-28,6625,0.0,3/28/2018 11:35:00 AM,3/28/2018 4:00:00 PM,4.416666667,i/i,monitored area,dos rios,3070,2386,drainage culvert,none,1,3,2018,13,0,8.0,195.0,ct,1950,3.51,0.18,6,1,gravity,sewer main,,0.00,2018-03-28,False,0,rain event,"I/I Inv, ",3714 Neer Ave,False
2018-03-28,51500,0.0,3/28/2018 2:14:00 PM,3/28/2018 3:57:00 PM,1.72,i/i,monitored area,leon creek,456619,537954,creek bed - spilled into leon creek,none,6,3,2018,13,0,66.0,1425.17,frp,2009,3.51,0.18,2,1,outfall,sewer main,,0.00,2018-03-28,False,0,rain event,"I/I Inv, ",7300 Loop 410 Nw,False
2018-03-28,31875,0.0,3/28/2018 10:30:00 AM,3/28/2018 2:30:00 PM,4.0,i/i,cleanup in progress,salado creek,62085,62088,drainage culvert,none,0,3,2018,13,0,18.0,145.4,cp,1949,3.51,0.18,8,7,gravity,sewer main,,0.00,2018-03-28,False,0,rain event,"I/I Inv, ",1427 Harry Wurzbach,True
2018-03-28,617750,0.0,3/28/2018 2:15:00 AM,3/29/2018 3:00:00 AM,24.75,i/i,cleanup efforts will commence once area has dried for heavy equipment access,leon creek,1210,1467,creek bed - spilled into leon creek,leon creek,0,3,2018,13,0,54.0,1335.0,rcp,1965,3.51,0.18,4,4,outfall,sewer main,,0.00,2018-03-28,True,0,rain event,"I/I Inv, ",108 Chappie James Way,False
2018-03-28,112200,0.0,3/28/2018 6:14:00 AM,3/28/2018 7:42:00 AM,1.466666667,i/i,diluted by heavy rainwater,leon creek,903060,903059,creek bed - spilled into leon creek,leon creek,6,3,2018,13,0,66.0,27.15,frp,2014,3.51,0.18,7,7,outfall,sewer main,,0.00,2018-03-28,True,120,rain event,"Capacity Project, ",6606 Swiss Oaks,True
2018-03-26,3660,0.0,3/22/2018 11:30:00 AM,3/23/2018 6:00:00 PM,30.5,structural,repaired main,dos rios,27828,27817,stormdrain - entered san antonio river,san antonio river,1,3,2018,13,0,10.0,210.0,vcp,1899,0.0,0.0,1,1,gravity,sewer main,,0.00,2018-03-22,False,24,structural,"Point Repair, ",311 Stieren,False
2018-03-22,48000,0.0,3/22/2018 10:00:00 AM,3/22/2018 10:40:00 AM,0.666666667,grease,cleaned main,salado creek,56637,56636,ground,none,3,3,2018,12,0,12.0,153.81,cp,1964,0.0,0.0,1,1,gravity,sewer main,,0.00,2018-03-22,False,24,grease,"Point Repair, ",3838 Southcross Blvd E,False
2018-03-17,6200,0.0,3/17/2018 10:48:00 AM,3/17/2018 1:00:00 PM,2.2,structural,cleaned main,leon creek,36085,36084,creek bed - spilled into zarzamora creek,zarzamora creek,8,3,2018,11,0,8.0,280.07,pvc,1984,0.0,0.0,3,1,gravity,sewer main,,0.45,2018-03-17,False,24,structural,"Point Repair, ",7226 Snowden Crest,False
2018-03-16,24983,0.0,3/16/2018 1:24:00 PM,3/16/2018 3:45:00 PM,2.35,grease,cleaned main,dos rios,10058,6818,drainage culvert,none,8,3,2018,11,0,8.0,215.7,vcp,1977,0.0,0.0,1,1,gravity,sewer main,,1.10,2018-03-16,False,12,debris,"Increase FCS, ",4060 Medical Dr,False
2018-03-15,34,0.0,3/15/2018 1:00:00 PM,3/15/2018 2:08:00 PM,1.133333333,grease,cleaned lateral,leon creek,32707,32706,ground,none,7,3,2018,11,0,8.0,212.0,hdpe,2015,0.0,0.0,1,1,gravity,sewer main,,1.10,2018-03-15,False,12,grease,"Increase FCS, ",6422 Dove Hill,False
2018-03-14,140,0.0,3/14/2018 4:00:00 PM,3/14/2018 6:20:00 PM,2.333333333,debris,cleaned main,leon creek,36452,33554,drainage culvert,none,8,3,2018,11,0,8.0,369.0,pvc,1989,0.0,0.0,1,1,gravity,sewer main,,1.10,2018-03-14,False,120,contractor,Other,9702 Huebner Rd,False
2018-03-13,270,0.0,3/12/2018 10:30:00 AM,3/12/2018 2:30:00 PM,4.0,structural,repaired lateral,dos rios,14290,na,street,none,1,3,2018,11,0,6.0,0.0,pvc,9999,0.0,0.0,1,1,lateral,sewer service line,,0.00,2018-03-12,False,0,structural,"Point Repair, ",1130 Lullwood Ave W,False
2018-03-07,73,60.0,3/7/2018 11:47:00 AM,3/7/2018 1:00:00 PM,1.216666667,structural,cleaned main,dos rios,8050,11622,street,none,0,3,2018,10,0,10.0,340.0,cp,1930,0.0,0.0,1,1,gravity,sewer main,,0.22,2018-03-07,False,120,structural,"Design Request, ",100 Ridgemont Ave,False
2018-03-05,135,0.0,3/5/2018 11:05:00 AM,3/5/2018 1:20:00 PM,2.25,vandalism,cleaned main,leon creek,1011457,1011466,street,none,0,3,2018,10,0,10.0,191.0256116,pvc,2016,0.0,0.07,1,1,gravity,sewer main,,0.92,2018-03-05,False,12,vandalism,"I/I Inv, ",10710 Spirit Roam,False
2018-03-05,94,20.0,3/5/2018 11:06:00 AM,3/5/2018 12:40:00 PM,1.5666666669999998,debris,cleaned main,salado creek,943499,412960,ground - over the edwards aquifer recharge zone,none,0,3,2018,10,5,8.0,306.69,pvc,2013,0.0,0.07,1,1,gravity,sewer main,,0.73,2018-03-05,False,60,contractor,"Increase FCS, ",18819 Hardy Oak Blvd,False
2018-03-01,300,0.0,3/1/2018 3:55:00 PM,3/1/2018 4:25:00 PM,0.5,grease,cleaned main,dos rios,99636,99612,stormdrain,none,2,3,2018,9,0,8.0,86.0,pvc,1989,0.0,0.01,1,1,gravity,sewer main,,0.00,2018-03-01,False,3,contractor,"Increase FCS, ",200 Spriggsdale,False
2018-02-28,100,0.0,2/27/2018 2:26:00 PM,2/27/2018 2:26:00 PM,0.0,debris,cleaned main,dos rios,1001395,80013,ground,none,4,2,2018,9,0,12.0,390.0,vcp,1965,0.0,0.02,2,2,gravity,sewer main,,0.00,2018-02-27,False,12,structural,"Point Repair, ",87 Park Ct,False
2018-02-25,6600,0.0,2/25/2018 12:33:00 PM,2/25/2018 2:45:00 PM,2.2,debris,cleaned main,dos rios,78543,78541,drainage culvert,none,8,2,2018,9,0,8.0,250.0,rl,2010,0.01,1.47,1,1,gravity,sewer main,,0.78,2018-02-25,False,6,roots,"Increase FCS, ",3314 Scenic Ln,False
2018-02-25,30,0.0,2/25/2018 7:30:00 PM,2/25/2018 7:30:00 PM,0.0,grease,cleaned main,dos rios,15738,32187,street,none,5,2,2018,9,0,8.0,395.2,ct,1927,0.01,1.47,2,1,gravity,sewer main,,0.00,2018-02-25,False,12,structural,"Design Request, ",1602 Rivas St,False
2018-02-24,4400,0.0,2/24/2018 10:50:00 AM,2/24/2018 12:10:00 PM,1.333333333,grease,cleaned main,leon creek,465878,465876,street - discharge route to nearby pond,none,4,2,2018,8,0,8.0,500.0,pvc,2007,0.07,1.55,1,1,gravity,sewer main,,0.92,2018-02-24,False,24,grease,na,428 Street A,False
2018-02-23,11250,0.0,2/23/2018 5:15:00 AM,2/23/2018 9:00:00 AM,3.75,i/i,diluted by heavy rain water,salado creek,62085,62088,drainage culvert,none,2,2,2018,8,0,18.0,145.4,cp,1949,1.31,0.31,7,6,gravity,sewer main,,0.00,2018-02-23,False,0,contractor,"Point Repair, ",1427 Harry Wurzbach,False
2018-02-23,224300,0.0,2/23/2018 10:20:00 AM,2/23/2018 9:40:00 PM,11.33333333,i/i,diluted by heavy rain water,salado creek,46546,47428,creek bed - spilled into salado creek,salado creek,10,2,2018,8,0,48.0,298.34,rcp,1973,1.31,0.31,1,1,outfall,sewer main,,0.00,2018-02-23,True,24,rain event,"I/I Inv, ",1800 Austin Hwy,True
